date,region,disease,cases,deaths,recovered,population
2024-04-19,West Bengal,Influenza,43,1,36,143063054
2024-04-19,West Bengal,COVID-19,209,2,198,143063054
2024-04-19,Rajasthan,Dengue,13,0,11,73862398
2024-04-19,Rajasthan,Malaria,94,3,85,73862398
2024-04-19,Rajasthan,Cholera,22,0,19,73862398
2024-04-19,Rajasthan,Influenza,43,1,38,73862398
2024-04-19,Rajasthan,COVID-19,218,6,175,73862398
2024-04-19,Telangana,Dengue,61,2,54,58114760
2024-04-19,Telangana,Malaria,28,1,26,58114760
2024-04-19,Telangana,Cholera,45,1,37,58114760
2024-04-19,Telangana,Influenza,66,2,53,58114760
2024-04-19,Telangana,COVID-19,411,15,335,58114760
2024-04-26,Maharashtra,Dengue,53,1,48,103160436
2024-04-26,Maharashtra,Malaria,70,1,56,103160436
2024-04-26,Maharashtra,Cholera,68,1,59,103160436
2024-04-26,Maharashtra,Influenza,28,0,26,103160436
2024-04-26,Maharashtra,COVID-19,143,4,122,103160436
2024-04-26,Karnataka,Dengue,25,1,22,93946224
2024-04-26,Karnataka,Malaria,96,3,86,93946224
2024-04-26,Karnataka,Cholera,16,0,13,93946224
2024-04-26,Karnataka,Influenza,43,0,36,93946224
2024-04-26,Karnataka,COVID-19,66,1,56,93946224
2024-04-26,Delhi,Dengue,19,0,16,125054991
2024-04-26,Delhi,Malaria,69,3,65,125054991
2024-04-26,Delhi,Cholera,64,0,57,125054991
2024-04-26,Delhi,Influenza,48,1,39,125054991
2024-04-26,Delhi,COVID-19,144,2,117,125054991
2024-04-26,Tamil Nadu,Dengue,81,2,65,133025349
2024-04-26,Tamil Nadu,Malaria,89,2,83,133025349
2024-04-26,Tamil Nadu,Cholera,21,0,17,133025349
2024-04-26,Tamil Nadu,Influenza,97,2,80,133025349
2024-04-26,Tamil Nadu,COVID-19,120,3,108,133025349
2024-04-26,Kerala,Dengue,98,4,87,192287922
2024-04-26,Kerala,Malaria,37,1,32,192287922
2024-04-26,Kerala,Cholera,12,0,10,192287922
2024-04-26,Kerala,Influenza,25,0,21,192287922
2024-04-26,Kerala,COVID-19,222,9,207,192287922
2024-04-26,Gujarat,Dengue,64,2,52,102693439
2024-04-26,Gujarat,Malaria,63,1,58,102693439
2024-04-26,Gujarat,Cholera,80,3,74,102693439
2024-04-26,Gujarat,Influenza,33,1,29,102693439
2024-04-26,Gujarat,COVID-19,352,13,316,102693439
2024-04-26,Uttar Pradesh,Dengue,71,2,66,151674404
2024-04-26,Uttar Pradesh,Malaria,28,0,23,151674404
2024-04-26,Uttar Pradesh,Cholera,57,2,48,151674404
2024-04-26,Uttar Pradesh,Influenza,31,0,26,151674404
2024-04-26,Uttar Pradesh,COVID-19,86,2,77,151674404
2024-04-26,West Bengal,Dengue,38,1,30,83887588
2024-04-26,West Bengal,Malaria,36,1,34,83887588
2024-04-26,West Bengal,Cholera,41,1,38,83887588
2024-04-26,West Bengal,Influenza,19,0,16,83887588
2024-04-26,West Bengal,COVID-19,74,1,69,83887588
2024-04-26,Rajasthan,Dengue,44,0,40,49485714
2024-04-26,Rajasthan,Malaria,95,2,78,49485714
2024-04-26,Rajasthan,Cholera,86,2,73,49485714
2024-04-26,Rajasthan,Influenza,76,3,62,49485714
2024-04-26,Rajasthan,COVID-19,217,3,201,49485714
2024-04-26,Telangana,Dengue,43,1,38,110251055
2024-04-26,Telangana,Malaria,22,0,19,110251055
2024-04-26,Telangana,Cholera,90,3,72,110251055
2024-04-26,Telangana,Influenza,65,1,52,110251055
2024-04-26,Telangana,COVID-19,392,8,349,110251055
2024-05-03,Maharashtra,Dengue,72,2,58,194593314
2024-05-03,Maharashtra,Malaria,33,0,30,194593314
2024-05-03,Maharashtra,Cholera,45,1,36,194593314
2024-05-03,Maharashtra,Influenza,95,3,79,194593314
2024-05-03,Maharashtra,COVID-19,57,1,45,194593314
2024-05-03,Karnataka,Dengue,22,1,20,44057165
2024-05-03,Karnataka,Malaria,64,2,56,44057165
2024-05-03,Karnataka,Cholera,20,0,18,44057165
2024-05-03,Karnataka,Influenza,19,0,15,44057165
2024-05-03,Karnataka,COVID-19,307,4,272,44057165
2024-05-03,Delhi,Dengue,44,0,40,182618242
2024-05-03,Delhi,Malaria,57,1,46,182618242
2024-05-03,Delhi,Cholera,21,0,19,182618242
2024-05-03,Delhi,Influenza,77,3,71,182618242
2024-05-03,Delhi,COVID-19,31,1,27,182618242
2024-05-03,Tamil Nadu,Dengue,35,0,29,115942684
2024-05-03,Tamil Nadu,Malaria,54,1,47,115942684
2024-05-03,Tamil Nadu,Cholera,55,2,46,115942684
2024-05-03,Tamil Nadu,Influenza,87,3,69,115942684
2024-05-03,Tamil Nadu,COVID-19,307,4,258,115942684
2024-05-03,Kerala,Dengue,43,0,36,44025850
2024-05-03,Kerala,Malaria,19,0,17,44025850
2024-05-03,Kerala,Cholera,62,1,57,44025850
2024-05-03,Kerala,Influenza,94,0,77,44025850
2024-05-03,Kerala,COVID-19,192,4,169,44025850
2024-05-03,Gujarat,Dengue,14,0,11,78999703
2024-05-03,Gujarat,Malaria,66,0,54,78999703
2024-05-03,Gujarat,Cholera,97,3,90,78999703
2024-05-03,Gujarat,Influenza,69,2,64,78999703
2024-05-03,Gujarat,COVID-19,144,2,119,78999703
2024-05-03,Uttar Pradesh,Dengue,81,1,76,42820161
2024-05-03,Uttar Pradesh,Malaria,68,2,59,42820161
2024-05-03,Uttar Pradesh,Cholera,26,0,23,42820161
2024-05-03,Uttar Pradesh,Influenza,17,0,15,42820161
2024-05-03,Uttar Pradesh,COVID-19,320,3,271,42820161
2024-05-03,West Bengal,Dengue,68,1,59,135385699
2024-05-03,West Bengal,Malaria,39,0,32,135385699
2024-05-03,West Bengal,Cholera,82,2,72,135385699
2024-05-03,West Bengal,Influenza,17,0,14,135385699
2024-05-03,West Bengal,COVID-19,213,8,194,135385699
2024-05-03,Rajasthan,Dengue,69,2,55,75752102
2024-05-03,Rajasthan,Malaria,40,1,37,75752102
2024-05-03,Rajasthan,Cholera,87,3,71,75752102
2024-05-03,Rajasthan,Influenza,35,0,30,75752102
2024-05-03,Rajasthan,COVID-19,137,4,128,75752102
2024-05-03,Telangana,Dengue,70,3,62,86555801
2024-05-03,Telangana,Malaria,87,1,79,86555801
2024-05-03,Telangana,Cholera,92,1,79,86555801
2024-05-03,Telangana,Influenza,97,3,82,86555801
2024-05-03,Telangana,COVID-19,126,3,114,86555801
2024-05-10,Maharashtra,Dengue,82,2,73,65300023
2024-05-10,Maharashtra,Malaria,61,1,50,65300023
2024-05-10,Maharashtra,Cholera,25,0,20,65300023
2024-05-10,Maharashtra,Influenza,38,1,32,65300023
2024-05-10,Maharashtra,COVID-19,266,6,229,65300023
2024-05-10,Karnataka,Dengue,29,1,26,83685973
2024-05-10,Karnataka,Malaria,87,3,78,83685973
2024-05-10,Karnataka,Cholera,85,2,76,83685973
2024-05-10,Karnataka,Influenza,17,0,14,83685973
2024-05-10,Karnataka,COVID-19,15,0,14,83685973
2024-05-10,Delhi,Dengue,35,1,29,191481533
2024-05-10,Delhi,Malaria,94,3,87,191481533
2024-05-10,Delhi,Cholera,23,1,20,191481533
2024-05-10,Delhi,Influenza,61,1,51,191481533
2024-05-10,Delhi,COVID-19,49,2,44,191481533
2024-05-10,Tamil Nadu,Dengue,62,1,56,51119251
2024-05-10,Tamil Nadu,Malaria,13,0,10,51119251
2024-05-10,Tamil Nadu,Cholera,41,1,33,51119251
2024-05-10,Tamil Nadu,Influenza,37,1,35,51119251
2024-05-10,Tamil Nadu,COVID-19,159,6,149,51119251
2024-05-10,Kerala,Dengue,49,0,39,75531783
2024-05-10,Kerala,Malaria,33,1,31,75531783
2024-05-10,Kerala,Cholera,49,1,41,75531783
2024-05-10,Kerala,Influenza,71,2,65,75531783
2024-05-10,Kerala,COVID-19,114,4,101,75531783
2024-05-10,Gujarat,Dengue,99,3,86,192306977
2024-05-10,Gujarat,Malaria,38,1,31,192306977
2024-05-10,Gujarat,Cholera,25,1,22,192306977
2024-05-10,Gujarat,Influenza,77,2,67,192306977
2024-05-10,Gujarat,COVID-19,252,4,233,192306977
2024-05-10,Uttar Pradesh,Dengue,53,1,48,79744276
2024-05-10,Uttar Pradesh,Malaria,16,0,13,79744276
2024-05-10,Uttar Pradesh,Cholera,71,2,64,79744276
2024-05-10,Uttar Pradesh,Influenza,53,1,45,79744276
2024-05-10,Uttar Pradesh,COVID-19,26,0,23,79744276
2024-05-10,West Bengal,Dengue,50,1,41,34383516
2024-05-10,West Bengal,Malaria,36,1,29,34383516
2024-05-10,West Bengal,Cholera,32,1,29,34383516
2024-05-10,West Bengal,Influenza,91,4,73,34383516
2024-05-10,West Bengal,COVID-19,288,9,235,34383516
2024-05-10,Rajasthan,Dengue,57,1,48,43402637
2024-05-10,Rajasthan,Malaria,57,1,47,43402637
2024-05-10,Rajasthan,Cholera,16,0,13,43402637
2024-05-10,Rajasthan,Influenza,98,2,89,43402637
2024-05-10,Rajasthan,COVID-19,80,3,69,43402637
2024-05-10,Telangana,Dengue,60,1,54,45636953
2024-05-10,Telangana,Malaria,55,1,51,45636953
2024-05-10,Telangana,Cholera,22,0,17,45636953
2024-05-10,Telangana,Influenza,70,1,64,45636953
2024-05-10,Telangana,COVID-19,301,4,282,45636953
2024-05-17,Maharashtra,Dengue,71,1,62,193724763
2024-05-17,Maharashtra,Malaria,27,0,23,193724763
2024-05-17,Maharashtra,Cholera,23,0,18,193724763
2024-05-17,Maharashtra,Influenza,88,2,75,193724763
2024-05-17,Maharashtra,COVID-19,73,1,63,193724763
2024-05-17,Karnataka,Dengue,12,0,10,156174325
2024-05-17,Karnataka,Malaria,52,0,47,156174325
2024-05-17,Karnataka,Cholera,96,3,84,156174325
2024-05-17,Karnataka,Influenza,38,1,35,156174325
2024-05-17,Karnataka,COVID-19,56,1,47,156174325
2024-05-17,Delhi,Dengue,89,1,82,185773724
2024-05-17,Delhi,Malaria,35,1,33,185773724
2024-05-17,Delhi,Cholera,35,0,31,185773724
2024-05-17,Delhi,Influenza,20,0,18,185773724
2024-05-17,Delhi,COVID-19,101,2,90,185773724
2024-05-17,Tamil Nadu,Dengue,23,0,20,137740411
2024-05-17,Tamil Nadu,Malaria,37,0,34,137740411
2024-05-17,Tamil Nadu,Cholera,51,0,47,137740411
2024-05-17,Tamil Nadu,Influenza,43,0,37,137740411
2024-05-17,Tamil Nadu,COVID-19,248,11,219,137740411
2024-05-17,Kerala,Dengue,97,3,82,174477107
2024-05-17,Kerala,Malaria,78,1,63,174477107
2024-05-17,Kerala,Cholera,53,1,49,174477107
2024-05-17,Kerala,Influenza,93,3,84,174477107
2024-05-17,Kerala,COVID-19,215,7,188,174477107
2024-05-17,Gujarat,Dengue,28,0,22,60625986
2024-05-17,Gujarat,Malaria,51,1,46,60625986
2024-05-17,Gujarat,Cholera,32,0,29,60625986
2024-05-17,Gujarat,Influenza,97,4,90,60625986
2024-05-17,Gujarat,COVID-19,156,7,147,60625986
2024-05-17,Uttar Pradesh,Dengue,92,3,80,38403824
2024-05-17,Uttar Pradesh,Malaria,47,1,44,38403824
2024-05-17,Uttar Pradesh,Cholera,45,1,36,38403824
2024-05-17,Uttar Pradesh,Influenza,43,0,40,38403824
2024-05-17,Uttar Pradesh,COVID-19,205,7,174,38403824
2024-05-17,West Bengal,Dengue,26,0,24,89987877
2024-05-17,West Bengal,Malaria,28,0,22,89987877
2024-05-17,West Bengal,Cholera,88,1,79,89987877
2024-05-17,West Bengal,Influenza,29,1,25,89987877
2024-05-17,West Bengal,COVID-19,141,1,119,89987877
2024-05-17,Rajasthan,Dengue,91,2,85,65026841
2024-05-17,Rajasthan,Malaria,33,1,29,65026841
2024-05-17,Rajasthan,Cholera,73,1,68,65026841
2024-05-17,Rajasthan,Influenza,72,2,58,65026841
2024-05-17,Rajasthan,COVID-19,98,4,83,65026841
2024-05-17,Telangana,Dengue,71,2,65,108554650
2024-05-17,Telangana,Malaria,14,0,12,108554650
2024-05-17,Telangana,Cholera,85,3,77,108554650
2024-05-17,Telangana,Influenza,70,3,61,108554650
2024-05-17,Telangana,COVID-19,89,1,75,108554650
2024-05-24,Maharashtra,Dengue,63,1,58,85916386
2024-05-24,Maharashtra,Malaria,58,2,54,85916386
2024-05-24,Maharashtra,Cholera,33,1,28,85916386
2024-05-24,Maharashtra,Influenza,71,2,65,85916386
2024-05-24,Maharashtra,COVID-19,29,0,27,85916386
2024-05-24,Karnataka,Dengue,87,2,77,67588474
2024-05-24,Karnataka,Malaria,35,1,29,67588474
2024-05-24,Karnataka,Cholera,94,0,82,67588474
2024-05-24,Karnataka,Influenza,62,2,54,67588474
2024-05-24,Karnataka,COVID-19,87,1,80,67588474
2024-05-24,Delhi,Dengue,86,1,68,114319867
2024-05-24,Delhi,Malaria,53,0,50,114319867
2024-05-24,Delhi,Cholera,93,3,77,114319867
2024-05-24,Delhi,Influenza,70,1,60,114319867
2024-05-24,Delhi,COVID-19,103,2,89,114319867
2024-05-24,Tamil Nadu,Dengue,60,2,51,162193221
2024-05-24,Tamil Nadu,Malaria,36,0,31,162193221
2024-05-24,Tamil Nadu,Cholera,76,1,69,162193221
2024-05-24,Tamil Nadu,Influenza,56,1,45,162193221
2024-05-24,Tamil Nadu,COVID-19,121,5,114,162193221
2024-05-24,Kerala,Dengue,96,1,82,82253685
2024-05-24,Kerala,Malaria,25,0,20,82253685
2024-05-24,Kerala,Cholera,66,1,54,82253685
2024-05-24,Kerala,Influenza,19,0,17,82253685
2024-05-24,Kerala,COVID-19,260,3,240,82253685
2024-05-24,Gujarat,Dengue,88,1,83,119093741
2024-05-24,Gujarat,Malaria,94,4,86,119093741
2024-05-24,Gujarat,Cholera,39,0,36,119093741
2024-05-24,Gujarat,Influenza,25,1,21,119093741
2024-05-24,Gujarat,COVID-19,330,4,286,119093741
2024-05-24,Uttar Pradesh,Dengue,99,2,93,170265166
2024-05-24,Uttar Pradesh,Malaria,89,4,76,170265166
2024-05-24,Uttar Pradesh,Cholera,62,1,55,170265166
2024-05-24,Uttar Pradesh,Influenza,85,3,74,170265166
2024-05-24,Uttar Pradesh,COVID-19,242,8,196,170265166
2024-05-24,West Bengal,Dengue,69,1,55,137371217
2024-05-24,West Bengal,Malaria,28,1,23,137371217
2024-05-24,West Bengal,Cholera,54,1,48,137371217
2024-05-24,West Bengal,Influenza,39,0,32,137371217
2024-05-24,West Bengal,COVID-19,72,1,61,137371217
2024-05-24,Rajasthan,Dengue,11,0,9,150912865
2024-05-24,Rajasthan,Malaria,93,0,77,150912865
2024-05-24,Rajasthan,Cholera,93,1,78,150912865
2024-05-24,Rajasthan,Influenza,10,0,9,150912865
2024-05-24,Rajasthan,COVID-19,52,0,43,150912865
2024-05-24,Telangana,Dengue,75,1,65,175010462
2024-05-24,Telangana,Malaria,89,2,72,175010462
2024-05-24,Telangana,Cholera,14,0,12,175010462
2024-05-24,Telangana,Influenza,45,1,41,175010462
2024-05-24,Telangana,COVID-19,218,6,175,175010462
2024-05-31,Maharashtra,Dengue,75,2,68,90542992
2024-05-31,Maharashtra,Malaria,50,1,46,90542992
2024-05-31,Maharashtra,Cholera,44,2,35,90542992
2024-05-31,Maharashtra,Influenza,30,1,24,90542992
2024-05-31,Maharashtra,COVID-19,73,3,67,90542992
2024-05-31,Karnataka,Dengue,10,0,8,97784682
2024-05-31,Karnataka,Malaria,55,0,46,97784682
2024-05-31,Karnataka,Cholera,28,1,24,97784682
2024-05-31,Karnataka,Influenza,69,1,64,97784682
2024-05-31,Karnataka,COVID-19,418,14,374,97784682
2024-05-31,Delhi,Dengue,86,4,75,112809638
2024-05-31,Delhi,Malaria,27,0,23,112809638
2024-05-31,Delhi,Cholera,62,1,51,112809638
2024-05-31,Delhi,Influenza,76,3,65,112809638
2024-05-31,Delhi,COVID-19,301,13,242,112809638
2024-05-31,Tamil Nadu,Dengue,10,0,8,130787432
2024-05-31,Tamil Nadu,Malaria,23,0,20,130787432
2024-05-31,Tamil Nadu,Cholera,49,2,43,130787432
2024-05-31,Tamil Nadu,Influenza,38,1,32,130787432
2024-05-31,Tamil Nadu,COVID-19,117,3,110,130787432
2024-05-31,Kerala,Dengue,44,1,38,160049603
2024-05-31,Kerala,Malaria,35,1,32,160049603
2024-05-31,Kerala,Cholera,72,2,61,160049603
2024-05-31,Kerala,Influenza,82,2,68,160049603
2024-05-31,Kerala,COVID-19,320,9,260,160049603
2024-05-31,Gujarat,Dengue,57,0,49,50040463
2024-05-31,Gujarat,Malaria,86,2,69,50040463
2024-05-31,Gujarat,Cholera,59,2,52,50040463
2024-05-31,Gujarat,Influenza,68,2,59,50040463
2024-05-31,Gujarat,COVID-19,99,1,81,50040463
2024-05-31,Uttar Pradesh,Dengue,52,2,47,104898517
2024-05-31,Uttar Pradesh,Malaria,54,1,46,104898517
2024-05-31,Uttar Pradesh,Cholera,92,4,78,104898517
2024-05-31,Uttar Pradesh,Influenza,21,0,16,104898517
2024-05-31,Uttar Pradesh,COVID-19,393,10,370,104898517
2024-05-31,West Bengal,Dengue,27,0,22,128366796
2024-05-31,West Bengal,Malaria,63,0,53,128366796
2024-05-31,West Bengal,Cholera,18,0,14,128366796
2024-05-31,West Bengal,Influenza,83,1,72,128366796
2024-05-31,West Bengal,COVID-19,107,1,86,128366796
2024-05-31,Rajasthan,Dengue,72,1,66,98919844
2024-05-31,Rajasthan,Malaria,22,0,18,98919844
2024-05-31,Rajasthan,Cholera,39,1,35,98919844
2024-05-31,Rajasthan,Influenza,95,4,85,98919844
2024-05-31,Rajasthan,COVID-19,109,1,94,98919844
2024-05-31,Telangana,Dengue,91,3,83,183773014
2024-05-31,Telangana,Malaria,80,2,73,183773014
2024-05-31,Telangana,Cholera,94,1,88,183773014
2024-05-31,Telangana,Influenza,24,0,22,183773014
2024-05-31,Telangana,COVID-19,70,2,65,183773014
2024-06-07,Maharashtra,Dengue,501,19,459,174818258
2024-06-07,Maharashtra,Malaria,542,15,444,174818258
2024-06-07,Maharashtra,Cholera,117,4,106,174818258
2024-06-07,Maharashtra,Influenza,97,3,78,174818258
2024-06-07,Maharashtra,COVID-19,285,3,228,174818258
2024-06-07,Karnataka,Dengue,191,5,178,143345464
2024-06-07,Karnataka,Malaria,95,2,78,143345464
2024-06-07,Karnataka,Cholera,114,3,105,143345464
2024-06-07,Karnataka,Influenza,27,0,23,143345464
2024-06-07,Karnataka,COVID-19,195,4,183,143345464
2024-06-07,Delhi,Dengue,274,8,222,160869887
2024-06-07,Delhi,Malaria,650,32,613,160869887
2024-06-07,Delhi,Cholera,196,2,166,160869887
2024-06-07,Delhi,Influenza,92,3,75,160869887
2024-06-07,Delhi,COVID-19,147,2,138,160869887
2024-06-07,Tamil Nadu,Dengue,404,9,381,116433640
2024-06-07,Tamil Nadu,Malaria,117,4,105,116433640
2024-06-07,Tamil Nadu,Cholera,246,11,204,116433640
2024-06-07,Tamil Nadu,Influenza,100,4,83,116433640
2024-06-07,Tamil Nadu,COVID-19,226,8,183,116433640
2024-06-07,Kerala,Dengue,232,8,219,65628191
2024-06-07,Kerala,Malaria,607,20,561,65628191
2024-06-07,Kerala,Cholera,77,3,64,65628191
2024-06-07,Kerala,Influenza,94,1,82,65628191
2024-06-07,Kerala,COVID-19,44,0,36,65628191
2024-06-07,Gujarat,Dengue,90,3,79,102437491
2024-06-07,Gujarat,Malaria,129,1,104,102437491
2024-06-07,Gujarat,Cholera,108,4,94,102437491
2024-06-07,Gujarat,Influenza,47,1,41,102437491
2024-06-07,Gujarat,COVID-19,107,4,101,102437491
2024-06-07,Uttar Pradesh,Dengue,179,6,164,99538968
2024-06-07,Uttar Pradesh,Malaria,505,7,410,99538968
2024-06-07,Uttar Pradesh,Cholera,273,8,229,99538968
2024-06-07,Uttar Pradesh,Influenza,96,1,84,99538968
2024-06-07,Uttar Pradesh,COVID-19,235,9,192,99538968
2024-06-07,West Bengal,Dengue,484,15,437,174406169
2024-06-07,West Bengal,Malaria,108,4,89,174406169
2024-06-07,West Bengal,Cholera,214,4,190,174406169
2024-06-07,West Bengal,Influenza,21,0,18,174406169
2024-06-07,West Bengal,COVID-19,33,0,27,174406169
2024-06-07,Rajasthan,Dengue,45,1,38,152606641
2024-06-07,Rajasthan,Malaria,150,6,123,152606641
2024-06-07,Rajasthan,Cholera,258,11,242,152606641
2024-06-07,Rajasthan,Influenza,49,1,44,152606641
2024-06-07,Rajasthan,COVID-19,417,20,334,152606641
2024-06-07,Telangana,Dengue,608,13,538,71243973
2024-06-07,Telangana,Malaria,365,12,326,71243973
2024-06-07,Telangana,Cholera,340,15,278,71243973
2024-06-07,Telangana,Influenza,75,2,64,71243973
2024-06-07,Telangana,COVID-19,165,2,146,71243973
2024-06-14,Maharashtra,Dengue,560,11,502,165268557
2024-06-14,Maharashtra,Malaria,174,7,150,165268557
2024-06-14,Maharashtra,Cholera,48,0,39,165268557
2024-06-14,Maharashtra,Influenza,61,2,50,165268557
2024-06-14,Maharashtra,COVID-19,229,2,199,165268557
2024-06-14,Karnataka,Dengue,104,3,96,70439849
2024-06-14,Karnataka,Malaria,511,16,446,70439849
2024-06-14,Karnataka,Cholera,134,4,114,70439849
2024-06-14,Karnataka,Influenza,31,1,25,70439849
2024-06-14,Karnataka,COVID-19,395,6,366,70439849
2024-06-14,Delhi,Dengue,244,5,230,181728426
2024-06-14,Delhi,Malaria,193,2,172,181728426
2024-06-14,Delhi,Cholera,328,16,268,181728426
2024-06-14,Delhi,Influenza,52,2,41,181728426
2024-06-14,Delhi,COVID-19,318,10,283,181728426
2024-06-14,Tamil Nadu,Dengue,469,11,430,155682376
2024-06-14,Tamil Nadu,Malaria,161,1,128,155682376
2024-06-14,Tamil Nadu,Cholera,234,8,191,155682376
2024-06-14,Tamil Nadu,Influenza,76,2,68,155682376
2024-06-14,Tamil Nadu,COVID-19,67,1,62,155682376
2024-06-14,Kerala,Dengue,483,11,456,133580935
2024-06-14,Kerala,Malaria,301,3,258,133580935
2024-06-14,Kerala,Cholera,204,7,192,133580935
2024-06-14,Kerala,Influenza,68,1,61,133580935
2024-06-14,Kerala,COVID-19,79,1,70,133580935
2024-06-14,Gujarat,Dengue,467,19,442,136970156
2024-06-14,Gujarat,Malaria,125,2,102,136970156
2024-06-14,Gujarat,Cholera,369,15,318,136970156
2024-06-14,Gujarat,Influenza,21,0,18,136970156
2024-06-14,Gujarat,COVID-19,170,3,158,136970156
2024-06-14,Uttar Pradesh,Dengue,373,13,350,195453046
2024-06-14,Uttar Pradesh,Malaria,623,15,568,195453046
2024-06-14,Uttar Pradesh,Cholera,313,15,261,195453046
2024-06-14,Uttar Pradesh,Influenza,29,1,24,195453046
2024-06-14,Uttar Pradesh,COVID-19,36,1,31,195453046
2024-06-14,West Bengal,Dengue,563,9,516,59268593
2024-06-14,West Bengal,Malaria,129,3,109,59268593
2024-06-14,West Bengal,Cholera,102,4,94,59268593
2024-06-14,West Bengal,Influenza,49,2,41,59268593
2024-06-14,West Bengal,COVID-19,107,4,92,59268593
2024-06-14,Rajasthan,Dengue,511,9,408,68755666
2024-06-14,Rajasthan,Malaria,531,5,492,68755666
2024-06-14,Rajasthan,Cholera,105,1,91,68755666
2024-06-14,Rajasthan,Influenza,91,4,75,68755666
2024-06-14,Rajasthan,COVID-19,41,1,36,68755666
2024-06-14,Telangana,Dengue,679,27,580,162248273
2024-06-14,Telangana,Malaria,253,8,203,162248273
2024-06-14,Telangana,Cholera,184,3,166,162248273
2024-06-14,Telangana,Influenza,42,0,34,162248273
2024-06-14,Telangana,COVID-19,63,1,58,162248273
2024-06-21,Maharashtra,Dengue,109,3,93,139718469
2024-06-21,Maharashtra,Malaria,461,11,401,139718469
2024-06-21,Maharashtra,Cholera,169,3,139,139718469
2024-06-21,Maharashtra,Influenza,20,0,17,139718469
2024-06-21,Maharashtra,COVID-19,261,8,233,139718469
2024-06-21,Karnataka,Dengue,314,3,288,174674153
2024-06-21,Karnataka,Malaria,236,7,191,174674153
2024-06-21,Karnataka,Cholera,145,2,127,174674153
2024-06-21,Karnataka,Influenza,49,1,39,174674153
2024-06-21,Karnataka,COVID-19,171,6,147,174674153
2024-06-21,Delhi,Dengue,97,2,83,67643898
2024-06-21,Delhi,Malaria,130,2,113,67643898
2024-06-21,Delhi,Cholera,274,7,258,67643898
2024-06-21,Delhi,Influenza,76,2,63,67643898
2024-06-21,Delhi,COVID-19,138,5,111,67643898
2024-06-21,Tamil Nadu,Dengue,164,7,140,195164396
2024-06-21,Tamil Nadu,Malaria,456,12,373,195164396
2024-06-21,Tamil Nadu,Cholera,207,2,170,195164396
2024-06-21,Tamil Nadu,Influenza,26,1,23,195164396
2024-06-21,Tamil Nadu,COVID-19,52,1,45,195164396
2024-06-21,Kerala,Dengue,258,8,240,105346826
2024-06-21,Kerala,Malaria,181,3,163,105346826
2024-06-21,Kerala,Cholera,219,3,196,105346826
2024-06-21,Kerala,Influenza,52,0,48,105346826
2024-06-21,Kerala,COVID-19,378,17,325,105346826
2024-06-21,Gujarat,Dengue,554,8,498,40981163
2024-06-21,Gujarat,Malaria,518,25,438,40981163
2024-06-21,Gujarat,Cholera,173,6,149,40981163
2024-06-21,Gujarat,Influenza,51,1,47,40981163
2024-06-21,Gujarat,COVID-19,292,8,253,40981163
2024-06-21,Uttar Pradesh,Dengue,164,5,132,45954067
2024-06-21,Uttar Pradesh,Malaria,69,2,62,45954067
2024-06-21,Uttar Pradesh,Cholera,287,4,269,45954067
2024-06-21,Uttar Pradesh,Influenza,42,1,36,45954067
2024-06-21,Uttar Pradesh,COVID-19,142,1,122,45954067
2024-06-21,West Bengal,Dengue,58,0,48,177788404
2024-06-21,West Bengal,Malaria,134,1,123,177788404
2024-06-21,West Bengal,Cholera,137,5,122,177788404
2024-06-21,West Bengal,Influenza,65,1,52,177788404
2024-06-21,West Bengal,COVID-19,149,2,126,177788404
2024-06-21,Rajasthan,Dengue,313,9,296,121553882
2024-06-21,Rajasthan,Malaria,616,7,511,121553882
2024-06-21,Rajasthan,Cholera,314,4,274,121553882
2024-06-21,Rajasthan,Influenza,19,0,17,121553882
2024-06-21,Rajasthan,COVID-19,33,0,29,121553882
2024-06-21,Telangana,Dengue,204,8,175,111113384
2024-06-21,Telangana,Malaria,447,20,365,111113384
2024-06-21,Telangana,Cholera,50,2,40,111113384
2024-06-21,Telangana,Influenza,26,0,22,111113384
2024-06-21,Telangana,COVID-19,48,2,43,111113384
2024-06-28,Maharashtra,Dengue,102,3,85,157386691
